,p_parkacc,pop2010,gini_index,median_hh_income,ave_fam_size,job_house_tot,job_match,ozone,pm25_conc,p_hs_edatt,livewage_s,poverty_all,unemp_rate,voted,bad_water,traf_sev,alc_on,nocar,hh_fam,placename,county,regionid,placefp,geoname,zri_sqft,hval_sqft
208,0.9698579,59518.0,0.481,86845.0,2.98,0.9351514,0.7958362,0.7834830844,11.207240866,92.7,9.62462729913,8.0,5.5,71.8099788,0.0,30.9368484767,29.8329917,6.08263689947,63.5,Encinitas,San Diego,45164.0,22678,Encinitas city,1.682,343.0
209,0.8889512,7132.0,0.36,65457.0,2.32,0.6221591,0.5301059,6.0,12.776674,86.6,4.4235924933,9.0,11.6,67.6570458,0.0,17.0232083073,45.0785193494,2.97976011994,73.6,Escalon,San Joaquin,15294.0,22790,Escalon city,0.834,115.0
210,0.5054235,143911.0,0.446,51675.0,3.35,0.9357126,0.7791366,4.9099880159,11.065615051,75.0,33.9448158833,15.6,8.1,62.1619101,81.2333446978,23.0263715524,27.3141038559,4.8975994404,71.3,Escondido,San Diego,11337.0,22804,Escondido city,1.21,185.0
211,0.5556628,3108.0,0.427,55662.0,2.41,0.356546,0.3465704,0.0008580013,8.2996702085,70.1,18.4049079755,13.5,6.3,58.950328,0.0,29.4117647059,18.8223938224,2.4,73.2,Esparto,Yolo,24608.0,22846,Esparto CDP,0.998,119.0
213,0.7129197,27191.0,0.496,34950.0,2.79,1.4803453,2.0515739,0.0,7.0959055384,88.4,21.6307777778,21.1,8.8,62.4670825,0.0,43.0682408851,56.2759736678,10.0912369397,50.6,Eureka,Humboldt,45191.0,23042,Eureka city,,153.0
214,0.977066,10334.0,0.388,43690.0,3.73,0.9900398,0.686058,58.0,13.720541,75.9,19.405164557,17.2,13.8,57.7735125,0.0,11.6511641455,32.0108380105,5.47245508982,69.4,Exeter,Tulare,4632.0,23126,Exeter city,0.876,103.0
215,0.9345518,7441.0,0.417,96154.0,2.67,0.4183583,0.4378079,0.0,7.7296921865,98.3,5.38116591928,7.0,3.9,78.9097744,0.0,5.44514021236,50.987770461,13.2950060901,60.9,Fairfax,Marin,24660.0,23168,Fairfax town,1.764,384.0
216,0.9020708,105321.0,0.396,68009.0,3.33,1.0556205,0.9323049,1.0359124327,9.4216213276,84.8,19.7815217632,11.0,9.5,57.9691603,0.0,25.4305860594,21.0157518444,4.02163883629,75.7,Fairfield,Solano,18053.0,23182,Fairfield city,0.99,126.0
217,0.8150233,30912.0,0.432,73583.0,2.81,0.4620989,0.4119538,21.666667,10.23901,93.9,11.5129309091,7.8,7.1,75.137412,0.0,27.9993488524,25.469073499,3.30369700623,66.6,Fair Oaks,Sacramento,4650.0,23294,Fair Oaks CDP,0.894,154.0
218,0.3360844,30534.0,0.438,58864.0,3.36,0.6245441,0.7747116,3.666667,9.345818,77.6,33.3395046691,10.5,10.1,67.942808,0.0,42.1517462866,22.1523547521,4.71752528817,73.4,Fallbrook,San Diego,11400.0,23462,Fallbrook CDP,1.054,180.0
219,1.0,10588.0,0.37,32886.0,4.43,0.3980007,0.2457705,49.666667,16.494373,41.4,49.1062899354,31.2,15.6,38.3403765,100.0,11.6409918125,39.7431054023,1.8,87.7,Farmersville,Tulare,38491.0,23616,Farmersville city,0.898,82.0
220,0.9341878,4057.0,0.378,82596.0,2.32,0.3495505,0.4159849,0.0,7.3088726786,93.8,1.41875862069,5.2,4.8,68.5753708,0.0,48.5865724382,38.8217894996,4.6,63.0,Felton,Santa Cruz,57218.0,23826,Felton CDP,1.622,287.0
221,0.7383016,15002.0,0.395,58076.0,4.0,0.664289,0.4137882,6.0,10.237165,67.1,33.9393939394,11.4,7.2,56.9122583,0.0,20.3045685279,35.6219170777,2.77655533726,78.3,Fillmore,Ventura,18098.0,24092,Fillmore city,1.32,183.0
222,0.9146907,7549.0,0.427,30000.0,4.03,0.5976755,0.6553922,8.0,10.76709701,39.7,64.1610014225,33.5,18.1,45.3191489,0.0,5.52242102938,22.281096834,4.1,84.7,Firebaugh,Fresno,22081.0,24134,Firebaugh city,0.846,85.0
223,0.8595611,63387.0,0.407,35851.0,3.95,0.4173506,0.3659668,1.0,15.111293708,40.5,61.5287568944,28.7,9.4,34.9790434,0.0,23.9997369892,64.4043731364,14.5269222392,88.6,Florence-Graham,Los Angeles,396053.0,24477,Florence-Graham CDP,1.472,179.0
224,0.899417,47513.0,0.394,46561.0,3.23,0.6059953,0.5384656,10.314903579,10.963917474,72.5,25.4021218462,18.1,14.2,50.7131873,0.0,30.082099062,28.2596342054,4.88040306989,70.0,Florin,Sacramento,115107.0,24498,Florin CDP,0.918,89.0
225,0.9528274,72203.0,0.386,94642.0,2.76,1.392943,1.3909375,30.997663994,9.4099196714,89.6,3.52500532911,3.7,7.2,72.6126178,0.0,20.3281872904,19.0130603992,3.90498101032,71.3,Folsom,Sacramento,11462.0,24638,Folsom city,0.894,168.0
226,0.7247551,196069.0,0.38,63252.0,4.08,0.8811848,0.6424398,52.046487119,15.829736226,70.9,24.740657424,12.5,10.3,47.6566048,0.0,19.1582033627,19.0269751975,3.06012911198,85.8,Fontana,San Bernardino,24741.0,24680,Fontana city,1.006,124.0
227,0.5832771,1483.0,0.471,59091.0,2.38,0.3512623,0.2071197,10.0,6.79691,98.1,0.0,23.0,4.6,73.4392736,0.0,39.4524637735,24.8145650708,1.5,68.5,Foresthill,Placer,38563.0,24834,Foresthill CDP,0.912,144.0
228,0.0413851,1184.0,0.611,83475.0,3.41,0.0550314,0.0596252,5.666667,10.02606,94.1,12.8922561036,11.3,8.1,79.658606,0.0,59.925093633,1.20286007367,0.0,88.0,Forest Ranch,Butte,11477.0,24918,Forest Ranch CDP,0.952,154.0
229,0.0,3293.0,0.463,61464.0,2.16,0.3022975,0.3813883,0.0,6.463646,90.1,10.2649006623,8.1,12.1,80.0185874,0.0,53.2544378698,7.68296386274,3.9,64.2,Forestville,Sonoma,4757.0,24960,Forestville CDP,1.37,255.0
230,0.6602502,7273.0,0.446,34570.0,3.06,1.1198008,1.4951115,0.0,12.2150793937,77.0,44.7297153153,26.1,11.0,61.3147179,0.0,16.6940263209,57.9678262065,6.13590863285,57.1,Fort Bragg,Mendocino,52061.0,25058,Fort Bragg city,,199.0
231,0.0,839.0,0.447,31417.0,2.11,0.3780488,1.0247934,0.0,5.097057,92.7,36.392,17.7,7.0,70.6896552,48.0626505424,25.641025641,74.4934445769,14.7,64.7,Fort Jones,Siskiyou,18156.0,25128,Fort Jones city,,122.0
232,0.5310247,11926.0,0.481,38712.0,3.27,0.6613991,0.9243227,0.0,7.169218,88.8,15.7402194093,19.1,5.6,62.2546012,100.0,23.7662756548,33.9091061546,10.7499887615,70.3,Fortuna,Humboldt,18173.0,25296,Fortuna city,,160.0
233,1.0,30567.0,0.39,111563.0,2.82,1.6070129,0.9902665,0.0,8.534545,96.3,5.18458451725,4.4,5.5,64.5208004,0.0,8.61817506828,34.3278699251,5.42639225182,70.0,Foster City,San Mateo,31623.0,25338,Foster City city,1.8,427.0
234,0.9685246,55313.0,0.415,79364.0,3.28,1.5499349,1.1907068,0.3336222631,12.480025492,89.2,14.7683160155,6.2,6.5,57.7253807,0.0,21.8185785196,50.6969428525,2.78697391764,76.0,Fountain Valley,Orange,8384.0,25380,Fountain Valley city,1.418,302.0
235,0.4935368,5570.0,0.387,56750.0,3.45,1.3685131,1.3403769,28.666667,15.915246,71.2,31.9481795332,20.1,11.0,54.8402038,0.0,37.4981250937,21.3105924596,5.09124087591,74.1,Fowler,Fresno,4793.0,25436,Fowler city,0.804,94.0
236,1.0,2691.0,0.353,54565.0,2.64,0.1116864,0.5392857,20.666667,12.417831,77.8,20.1834862385,8.4,5.5,66.5306122,100.0,33.4308399499,30.1374953549,10.6,73.2,Frazier Park,Kern,24797.0,25534,Frazier Park CDP,0.928,124.0
237,0.4801303,3070.0,0.376,48688.0,4.04,0.2461899,0.1888489,0.0,7.0937333046,59.4,30.7022675159,14.0,16.8,54.6956522,0.0,7.10227272727,6.41693811075,4.70983606557,81.6,Freedom,Santa Cruz,11535.0,25576,Freedom CDP,1.304,195.0
238,0.8624824,214089.0,0.386,96287.0,3.12,1.1683025,0.9033085,0.5430015985,9.2955122562,91.1,8.71108561065,5.2,6.5,57.4565609,0.0,18.5325983653,27.4577395382,8.8305326964,77.7,Fremont,Alameda,11540.0,26000,Fremont city,1.488,338.0
239,0.5579109,494665.0,0.468,43124.0,3.48,1.1556116,1.1912668,35.027518372,15.666395395,74.7,31.4593051351,24.9,12.4,46.5055377,100.0,21.3360873767,31.1154013322,5.15714818167,68.8,Fresno,Fresno,18203.0,27000,Fresno city,0.838,92.0
241,0.9277158,135161.0,0.446,67179.0,3.13,1.2183064,1.0215872,4.7294310721,14.007402932,85.8,28.3305258813,11.3,7.5,52.7757689,0.0,14.7529330768,41.753908302,7.59423187114,68.9,Fullerton,Orange,24812.0,28000,Fullerton city,1.488,277.0
242,0.7274919,23647.0,0.339,58476.0,3.61,0.4558077,0.3358914,7.0,10.902101,77.2,23.3136700337,12.2,9.6,63.3571207,100.0,17.1320884016,11.4559986468,3.7,78.7,Galt,Sacramento,24831.0,28112,Galt city,0.874,111.0
243,0.9511805,58829.0,0.427,46837.0,3.39,1.1198893,0.9961488,0.0,14.430942675,80.3,29.2574295955,15.9,9.4,49.3512372,0.0,15.2726680333,59.1375002125,7.3472010078,64.7,Gardena,Los Angeles,45398.0,28168,Gardena city,1.502,236.0
244,0.7388242,10648.0,0.378,44583.0,3.52,0.5363899,0.6363636,4.333333,12.393464,54.1,32.6724511931,26.6,23.2,42.3257373,0.0,24.8304841944,1.21149511645,3.78793631353,82.3,Garden Acres,San Joaquin,115235.0,28182,Garden Acres CDP,0.884,76.0
245,0.6651393,170883.0,0.405,61026.0,3.63,0.982062,0.6750403,0.8357980557,12.99029669,72.2,35.2215383704,12.9,9.7,49.3414905,0.0,19.3990321776,56.5661885618,6.44075506272,80.2,Garden Grove,Orange,24832.0,29000,Garden Grove city,1.604,277.0
246,0.6996198,2367.0,0.384,60208.0,2.18,0.516,0.8472906,12.912547852,6.8486200232,95.2,8.41121495327,7.1,6.9,74.126871,0.0,109.335576114,7.81580059147,3.3,80.6,Georgetown,El Dorado,55765.0,29350,Georgetown CDP,0.998,144.0
247,0.0,1060.0,0.336,27000.0,3.0,0.4110429,0.4466667,3.0,9.375333,62.3,52.499174578,37.8,10.2,52.9069767,58.131827822,21.528525296,44.5283018868,0.0,71.4,Gerber,Tehama,31729.0,29392,Gerber CDP,1.0,
248,0.0,862.0,0.44,53750.0,3.24,1.8263666,2.1115242,0.0,6.0506195661,66.0,33.4668104604,13.1,7.4,74.0046838,0.0,20.1409869084,72.2737819026,7.2,79.7,Geyserville,Sonoma,11595.0,29420,Geyserville CDP,1.522,329.0
249,0.876549,48821.0,0.447,71340.0,3.39,1.0053188,0.8466405,0.666667,7.976479,75.9,23.4358131154,8.7,8.9,59.8028655,0.0,18.2953704397,33.0656889453,5.40973001487,78.8,Gilroy,Santa Clara,11604.0,29504,Gilroy city,1.26,224.0
250,0.5710184,20199.0,0.398,45369.0,3.46,1.14438261936,1.19013136916,42.016915299,17.081548853,65.6,28.4990550796,12.9,12.9,50.9868421,0.0,45.9488436208,10.1440665379,2.92645095018,69.4,Glen Avon,Riverside,115282.0,29644,Glen Avon CDP,1.074,134.0
251,0.7858533,191719.0,0.487,54677.0,2.98,1.2843108,1.0744372,11.70787628,13.816716791,85.2,35.363941714,13.0,8.0,47.0913973,0.0,17.4250721896,58.5101111523,8.40294755758,67.8,Glendale,Los Angeles,45457.0,30000,Glendale city,1.596,329.0
252,0.7244823,50073.0,0.439,75954.0,3.13,0.9014449,0.7109003,31.523116246,13.968918161,89.3,14.065111261,6.5,7.7,58.9923961,0.0,26.8116898968,41.4454895852,4.90533237255,75.3,Glendora,Los Angeles,11626.0,30014,Glendora city,1.32,270.0
254,0.97233,29888.0,0.401,67895.0,2.87,1.7566046,1.2320778,0.0236772604,6.7455000805,86.8,14.5447124528,9.1,4.2,70.0565667,0.0,39.4265476619,34.1642130621,13.381810876,61.4,Goleta,Santa Barbara,4931.0,30378,Goleta city,,389.0
255,0.7784292,8187.0,0.36,53463.0,4.2,1.297931,1.1846412,0.0,5.673743,49.3,31.9709410151,15.8,11.2,48.2536067,100.0,9.87239923983,44.0210089166,4.75007032349,87.3,Gonzales,Monterey,18319.0,30392,Gonzales city,1.046,124.0
256,0.575,12040.0,0.401,62335.0,3.3,0.3969039,0.4160469,59.334578847,14.700484066,87.1,18.6300330761,3.9,8.2,62.2355542,0.0,5.03245936289,12.6328903654,2.7,70.7,Grand Terrace,San Bernardino,45510.0,30658,Grand Terrace city,0.984,137.0
257,0.5588178,20402.0,0.452,127837.0,2.88,0.5906006,0.4070968,24.482632732,8.9517552758,96.2,2.37746891002,3.6,6.7,74.8455612,0.0,14.1087253648,9.27850210764,1.1,88.9,Granite Bay,Placer,11677.0,30693,Granite Bay CDP,0.944,185.0
258,0.5771384,12860.0,0.486,35385.0,2.92,1.5394386,2.5242993,17.625609453,6.8602679496,85.2,43.5966363636,16.3,8.6,68.7129691,0.0,20.17380509,43.2037325039,9.99793814433,53.5,Grass Valley,Nevada,11685.0,30798,Grass Valley city,0.962,163.0
259,0.9543172,16330.0,0.362,52321.0,4.44,0.9662794,0.7758817,0.0,5.921757,48.0,37.1554734872,19.0,17.2,56.0323069,0.0,17.7850047003,35.6276791182,5.3,91.3,Greenfield,Monterey,31854.0,30994,Greenfield city,0.922,
260,0.7369353,1129.0,0.384,23071.0,2.03,0.5416667,0.6995516,35.9312066531,10.229667,87.6,67.7497142857,19.4,14.6,56.4189189,0.0,40.2414486922,13.3746678477,5.9,56.5,Greenville,Plumas,23269.0,31162,Greenville CDP,1.032,
261,0.6231774,6584.0,0.422,37358.0,3.13,0.8902663,0.835056,4.0,9.445285,69.8,34.1507745267,17.8,14.5,59.9358974,100.0,18.6787871241,37.3481166464,4.3,76.3,Gridley,Butte,24969.0,31260,Gridley city,0.904,93.0
263,0.9755245,13156.0,0.418,49010.0,2.97,0.9788709,1.295236,0.0,7.285115592,87.6,22.2623345367,13.1,6.0,60.3606267,100.0,7.6250895948,56.529340225,6.64709866092,63.0,Grover Beach,San Luis Obispo,11745.0,31393,Grover Beach city,1.33,227.0
264,1.0,7080.0,0.326,42978.0,2.93,0.744473,0.6978313,0.0,7.112839,47.8,49.9970161527,14.8,6.7,53.539591,21.1089920359,5.76053457761,25.1412429379,9.79823182711,77.7,Guadalupe,Santa Barbara,31888.0,31414,Guadalupe city,1.164,140.0
265,0.2329069,4534.0,0.489,39318.0,2.45,0.3442083,0.8179232,0.0,6.2433136127,88.3,38.6597938144,14.6,11.3,75.037594,0.0,35.746201966,15.8138509043,4.2,35.6,Guerneville,Sonoma,28730.0,31470,Guerneville CDP,1.424,240.0
266,0.8192029,5520.0,0.395,40818.0,3.55,0.5398323,0.509901,6.0,10.981257,67.6,28.4170322581,18.4,12.9,57.378595,46.3854249165,7.41317320879,16.7934782609,3.4,72.3,Gustine,Merced,35659.0,31568,Gustine city,0.74,
267,0.584089,54038.0,0.425,69501.0,3.44,0.433108,0.317297,7.6681967873,14.835047127,84.8,18.1424994138,7.7,6.5,48.6759449,0.0,10.8130278342,20.2783226618,3.81498124183,80.5,Hacienda Heights,Los Angeles,45602.0,31596,Hacienda Heights CDP,1.246,245.0
268,0.7069057,11324.0,0.445,92875.0,3.29,1.0690269,1.0094617,0.0,8.107164,83.4,19.1097633508,6.5,7.6,70.8667489,0.0,24.5790832002,39.6679618509,6.01859314245,65.5,Half Moon Bay,San Mateo,28774.0,31708,Half Moon Bay city,1.638,379.0
269,0.4077677,53967.0,0.395,54742.0,3.36,0.8246464,0.8978846,28.333333,16.712634,80.1,21.5250562487,16.5,10.7,56.0688364,100.0,21.873021355,18.3630737302,3.8029732954,75.1,Hanford,Kings,18453.0,31960,Hanford city,0.876,106.0
270,0.8422197,14254.0,0.359,52034.0,3.59,0.9563183,0.6369934,0.333333,13.802632691,57.9,36.9166369931,15.8,7.0,38.351596,0.0,23.5095628604,61.5967447734,7.42005076142,80.3,Hawaiian Gardens,Los Angeles,21778.0,32506,Hawaiian Gardens city,1.558,206.0
271,0.9796543,84293.0,0.412,44469.0,3.23,0.7146374,0.6448727,0.0026890304,14.316317386,75.0,44.6762495738,16.1,7.1,44.2517017,0.0,26.0758047349,51.8168768462,10.4475605918,67.7,Hawthorne,Los Angeles,42150.0,32548,Hawthorne city,1.608,273.0
272,0.9815793,144186.0,0.411,61268.0,3.54,1.343211,1.0710158,0.1974045447,8.9544046725,79.2,24.3219752291,12.5,11.5,52.0051354,0.0,36.5600893191,35.2724952492,9.06476326139,69.9,Hayward,Alameda,18518.0,33000,Hayward city,1.362,221.0
273,0.9592145,11254.0,0.449,62550.0,3.28,1.1688797,1.2382418,0.0,6.338628,85.1,26.0273972603,9.3,6.3,78.728857,0.0,7.14451569114,43.4423316154,10.5570896254,63.8,Healdsburg,Sonoma,25078.0,33056,Healdsburg city,1.47,316.0
274,0.3782456,4275.0,0.409,37472.0,4.03,0.8779637,1.4521338,3.333333,9.261824,51.1,36.2934362934,19.0,19.7,37.1784879,0.0,11.9474313023,27.5364210806,1.5,93.4,Heber,Imperial,31994.0,33084,Heber CDP,1.102,87.0
275,0.3182806,78657.0,0.432,35306.0,3.21,0.5586368,1.0949219,51.303804263,8.4792453658,77.0,36.2071282431,18.0,15.7,55.4996784,33.3371473613,39.3977916225,18.8527403791,3.58815964905,62.9,Hemet,Riverside,11865.0,33182,Hemet city,0.79,74.0
277,0.773192,24060.0,0.396,87869.0,2.97,0.4681987,0.335719,0.0001108339,9.1538164442,93.6,3.81755081805,5.8,6.7,58.8535755,0.0,10.9465387886,9.88362427265,11.7881858667,79.4,Hercules,Contra Costa,38965.0,33308,Hercules city,1.106,180.0
278,1.0,19506.0,0.456,99976.0,2.47,0.5586582,0.5656117,0.0,13.740393,98.3,4.56767123288,5.1,5.0,59.1456487,0.0,10.3493955953,94.0326053522,4.94172430433,40.5,Hermosa Beach,Los Angeles,29712.0,33364,Hermosa Beach city,2.34,535.0
279,0.2213634,90173.0,0.403,48386.0,3.73,0.4156089,0.405305,59.617572482,10.805811523,75.7,35.3101412775,19.2,15.4,52.6542324,0.0,32.7590639097,7.68300932652,1.60945273632,80.7,Hesperia,San Bernardino,45732.0,33434,Hesperia city,0.716,71.0
280,0.5296336,1856.0,0.461,138848.135497,3.0,0.2899329,0.28125,2.0,11.853706,96.8,0.0,2.4,2.4,65.7142857,0.0,1.40291806958,1.34698275862,1.2,91.9,Hidden Hills,Los Angeles,38980.0,33518,Hidden Hills city,2.29,526.0
281,0.0131994,3485.0,0.415,82052.0,2.32,0.4229722,0.6827768,3.333333,10.55617,94.9,0.0,5.1,5.3,79.3519476,0.0,5.08905852417,16.700143472,0.0,71.4,Hidden Meadows,San Diego,115591.0,33532,Hidden Meadows CDP,0.966,180.0
282,0.0197168,5579.0,0.389,60745.0,3.42,0.1105604,0.189295,0.0,6.9045076768,93.3,7.60458347979,15.0,10.7,68.0239521,0.0,9.70088924818,0.0358487184083,2.2,77.2,Hidden Valley Lake,Lake,5147.0,33549,Hidden Valley Lake CDP,0.814,80.0
283,0.1675025,3988.0,0.437,42694.0,3.24,0.368541,0.4228422,56.669759611,14.43012475,67.0,45.7867707317,24.3,12.2,48.2733284,0.0,27.8940027894,48.7211634905,4.0747318236,79.7,Highgrove,Riverside,115605.0,33574,Highgrove CDP,1.05,119.0
284,0.5495255,53104.0,0.433,59549.0,3.63,0.5396656,0.5471987,70.238582405,12.477130135,74.9,24.329219247,17.3,10.7,53.3619393,0.0,9.89447165424,18.2660439892,2.92453263045,80.6,Highland,San Bernardino,28485.0,33588,Highland city,0.926,112.0
285,0.5366278,4027.0,0.408,149844.0,2.66,0.3171543,0.234053,0.0,8.387697,98.1,6.43153526971,1.4,3.9,75.1952399,0.0,19.2910537738,7.07722870623,6.4,70.5,Highlands-Baywood Park,San Mateo,396541.0,33633,Highlands-Baywood Park CDP,2.092,517.0
286,0.2398152,10825.0,0.498,209231.0,2.94,0.3375428,0.2936599,0.0,8.365213,96.5,4.09715996848,2.8,5.6,72.1208666,0.0,9.36084172689,1.48729792148,4.5,88.3,Hillsborough,San Mateo,55743.0,33798,Hillsborough town,2.566,701.0
287,0.0,5197.0,0.426,54047.0,2.53,0.5018787,0.6091205,12.333333,12.757756,78.1,11.6631969112,11.6,12.4,53.1093963,0.0,20.0120072043,30.7100250144,1.0,82.1,Hilmar-Irwin,Merced,28512.0,33861,Hilmar-Irwin CDP,0.888,109.0
288,0.5797927,34928.0,0.389,63289.0,2.89,0.7776244,0.5525266,0.0,7.149515,70.7,20.1964289725,12.5,12.0,58.9467683,0.0,15.4395114252,25.7873339441,2.63318016597,81.0,Hollister,San Benito,52547.0,34120,Hollister city,0.994,159.0
289,0.9493181,5939.0,0.502,36202.0,3.41,0.5214634,0.5674098,2.0,8.679262,62.0,40.4081632653,23.4,15.1,50.4282116,100.0,1.40291806958,12.4263343997,1.9,79.8,Holtville,Imperial,18609.0,34246,Holtville city,1.24,86.0
290,0.0332757,11570.0,0.379,58766.0,3.52,0.3313492,0.2205591,31.938317821,15.005293003,61.6,30.8589704985,18.0,12.9,47.1239619,37.8219533276,5.48095368594,40.0259291271,8.15388460737,79.0,Home Gardens,Riverside,115663.0,34302,Home Gardens CDP,1.068,136.0
291,0.6745482,6640.0,0.4,49977.0,2.98,0.5031477,0.4523291,12.666667,13.336748,74.7,19.8573514986,13.4,14.3,59.1425788,99.8644578313,9.28361442055,21.5361445783,0.0,81.2,Hughson,Stanislaus,8572.0,34904,Hughson city,0.798,101.0
292,0.9849099,189992.0,0.426,80280.0,2.92,0.8628997,0.7687927,0.1569432933,12.490440169,92.8,13.2409856545,7.0,7.0,56.8713881,0.0,15.2343249303,49.1431218157,3.68873681941,63.6,Huntington Beach,Orange,25218.0,36000,Huntington Beach city,1.634,351.0
293,0.707093,58114.0,0.417,37224.0,4.01,0.9491816,0.7261069,1.0011184901,15.218636459,42.2,61.3011865554,24.0,8.1,42.5325958,0.0,13.8509770006,79.0171043122,19.7959183673,83.7,Huntington Park,Los Angeles,39076.0,36056,Huntington Park city,1.41,186.0
294,0.897098,6754.0,0.415,20410.0,4.77,0.7451456,0.4880763,12.666667,13.658449,23.2,74.417406953,54.5,17.0,44.4676409,100.0,6.04302634759,36.3044122002,6.9,82.1,Huron,Fresno,39082.0,36084,Huron city,0.936,102.0
295,0.9868353,3874.0,0.47,45833.0,2.9,0.1882125,1.0472335,52.0,7.509067,92.3,0.0,10.9,7.4,73.5717401,0.0,82.0793433653,9.83479607641,0.0,72.6,Idyllwild-Pine Cove,Riverside,32133.0,36203,Idyllwild-Pine Cove CDP,1.292,181.0
296,0.8903645,14758.0,0.376,54617.0,2.97,0.6431414,0.5852868,4.333333,8.576559,77.3,21.4665801428,12.6,13.7,53.0331854,67.6649952568,14.7056660931,5.77991597777,1.97221584386,84.7,Imperial,Imperial,12035.0,36280,Imperial city,1.096,83.0
297,0.8807932,26324.0,0.411,45418.0,3.24,0.2886422,0.3711567,0.3256467391,11.901148419,81.0,43.2949793266,19.5,9.7,54.8253165,0.0,14.4686943146,55.1701869017,9.72498302783,67.6,Imperial Beach,San Diego,5265.0,36294,Imperial Beach city,1.548,237.0
298,0.0475998,4958.0,0.542,131250.0,2.28,0.8923309,4.4734848,33.541145309,8.0364300873,98.5,8.78378378378,3.8,5.8,78.8211788,0.0,20.5583651988,22.1661960468,3.93284477015,66.7,Indian Wells,Riverside,25246.0,36434,Indian Wells city,1.648,217.0
299,0.537548,76036.0,0.434,51921.0,3.74,0.5403255,0.6141098,22.954867536,8.1255948577,71.0,37.1691503976,19.7,10.7,51.8007606,0.0,23.7348894691,23.1508759009,3.27326094333,75.1,Indio,Riverside,45878.0,36448,Indio city,0.984,92.0
300,0.7064455,109673.0,0.43,43460.0,3.29,0.6930542,0.6394449,0.3231785814,14.521478804,71.3,46.9990861547,19.8,9.6,48.0650915,0.0,27.3227010028,47.1164279267,10.0101653347,67.7,Inglewood,Los Angeles,45888.0,36546,Inglewood city,1.504,210.0
301,1.0,1304.0,0.476,66000.0,2.34,0.1186916,0.2239859,0.0,6.1716818666,97.8,0.0,12.8,0.0,82.0136852,0.0,43.4782608696,17.5613496933,5.9,52.7,Inverness,Marin,8646.0,36616,Inverness CDP,,454.0
302,0.6687898,1099.0,0.517,31925.0,2.3,0.1257669,0.4183673,0.0,7.285724,72.3,0.0,15.0,4.4,64.9241147,0.0,23.8663484487,26.296633303,3.7,73.8,Inyokern,Kern,55932.0,36658,Inyokern CDP,0.88,111.0
303,0.10293,7918.0,0.352,67083.0,2.29,1.2386503,0.8635586,10.666667,9.301853,75.8,5.55143859649,6.6,8.5,76.9764216,100.0,5.12689054089,28.2899722152,3.1,74.4,Ione,Amador,35618.0,36672,Ione city,0.924,126.0
304,0.9038776,212375.0,0.441,90939.0,2.82,2.7443688,2.5302223,3.790347157,11.999733513,96.4,9.94061388803,10.2,5.5,52.7591951,100.0,28.4892448189,26.7639788111,8.08873007373,66.0,Irvine,Orange,52650.0,36770,Irvine city,1.57,325.0
305,0.0,4495.0,0.331,35603.0,3.94,0.4235552,0.4279379,50.333333,16.019212,45.4,64.5551274298,19.8,22.2,44.6464646,100.0,13.9049826188,41.2013348165,3.43500597372,83.5,Ivanhoe,Tulare,52658.0,36910,Ivanhoe CDP,0.89,81.0
306,0.6753386,4651.0,0.388,46932.0,2.7,1.5548359,1.4573047,12.0,8.085047,85.6,6.16492775665,12.1,7.2,73.9250493,69.9072002495,69.4534878673,32.5736400774,2.2,55.0,Jackson,Amador,39132.0,36980,Jackson city,0.97,153.0
307,0.728226,3433.0,0.436,33988.0,2.26,0.3024316,0.5037975,13.682979247,9.5962471186,85.9,41.8181818182,21.4,15.3,68.3125,0.0,27.1444082519,15.6131663268,3.30210368144,55.6,Jamestown,Tuolumne,5315.0,37106,Jamestown CDP,0.97,
308,0.6539023,6163.0,0.394,105139.0,2.94,0.6740363,0.4831369,1.6748333859,11.916842543,93.1,2.57699115044,4.2,5.9,71.9365567,0.0,78.9622109419,7.9182216453,2.30783034258,86.2,Jamul,San Diego,45919.0,37120,Jamul CDP,1.036,190.0
310,0.6209873,7414.0,0.446,40344.0,3.37,0.3672476,0.5492526,46.666667,5.600682,85.5,25.5131964809,22.2,17.8,61.481976,0.0,41.4561471693,11.0871324521,1.9,56.8,Joshua Tree,San Bernardino,35723.0,37554,Joshua Tree CDP,0.856,79.0
311,0.8275632,1502.0,0.432,75139.0,3.22,0.9456907,2.8505338,8.0,9.978814,88.1,0.0,3.1,2.3,76.8527919,0.0,119.284294235,13.6484687084,4.3,62.5,Julian,San Diego,25341.0,37582,Julian CDP,1.276,196.0
313,0.5004474,3353.0,0.33,38726.0,2.28,0.4564897,0.9023324,0.0,5.753618,74.0,56.7415730337,29.1,15.6,65.7494569,58.8053082368,19.1938579655,37.6677602147,1.1,67.8,Kelseyville,Lake,28431.0,38044,Kelseyville CDP,0.962,108.0
314,0.8730793,3254.0,0.419,35450.0,4.09,0.6408387,0.9512855,3.9467322004,11.964738,45.2,61.6071428571,37.0,8.4,39.912759,0.0,30.3674460978,43.1161647203,1.4329580348,76.5,Kennedy,San Joaquin,115913.0,38065,Kennedy CDP,0.878,71.0
315,0.7754579,5077.0,0.385,121818.0,2.38,0.2289463,0.2506951,0.0,8.8895580378,97.0,0.0,3.1,4.9,81.6773504,0.0,4.06669377796,35.3949182588,23.2246476037,61.9,Kensington,Contra Costa,39222.0,38086,Kensington CDP,1.398,383.0
