,placefp,geoname,p_parkacc,pop2010,gini_index,median_hh_income,athome,bicycle,car,carpool,cartotal,publictr,walk,median_income,food_afford,ave_fam_size,hfood_acc,job_house_low,job_house_tot,job_match,ozone,pm25_conc,p_hs_edatt,livewage_s,livewage_m,poverty_child,poverty_conc,poverty_all,unemp_rate,day_care,inf_care,violent_crime,child_abuse,voted,bad_water,p_trans_acc,traf_fatal,traf_sev,alc_off,alc_on,alc_tot,hh_f,hh_f_child,hh_m,hh_m_child,hh_married,hh_married_child,hh_nonfam,hh_nonfam_solo,placename,county,regionid,zri_sqft,hval_sqft
164,17750,Cypress city,0.9965483,47802.0,0.371,83196.0,3.0,0.551591297115,82.1,9.6,91.7699076303,2.1,1.5,48112.0,0.1563381,3.06,11.3621072,9.082996,1.4707463,1.1162294,0.3334654912,13.570173854,92.2,17.3968089186,60.5636064757,8.5,0.0,6.3,6.0,478.944698123,20.984081042,1.31793648801,2.28210063239,56.6624186,0.0,0.126103510313,3.79014394124,16.4239570787,51.755156688,39.971130915,56.7340278649,13.9,5.1,4.9,2.6,61.7,28.5,19.5,16.3,Cypress,Orange,44833.0,1.446,288.0
165,17918,Daly City city,0.9379469,101123.0,0.369,74987.0,1.8,0.1648473152,58.7,15.9,74.5652654645,19.7,2.2,39273.0,0.1959749,3.49,10.5157391,5.0461812,0.5563778,0.3605101,0.0,8.3239182269,86.3,19.1834937129,72.1311918159,7.8,0.0,7.0,8.7,164.725069897,7.16417910448,2.47223678095,2.96585222255,53.4912617,0.0,0.905392442867,2.38779359912,15.9186239941,51.6766709848,56.0485745083,62.6949358702,14.7,5.1,5.3,1.7,52.0,23.6,28.0,20.3,Daly City,San Mateo,31163.0,1.844,401.0
166,17946,Dana Point city,0.9620701,33351.0,0.468,80609.0,7.5,0.344295381693,82.4,6.4,88.7866555859,1.3,1.5,44696.0,0.1448919,2.73,17.4849934,11.568,0.6035488,0.90538,0.955483664,10.622255512,94.8,13.2433682623,66.948233463,5.6,0.0,5.5,6.3,846.39746635,24.3902439024,1.97895115589,3.38727888596,59.9232502,0.0,0.0,4.76108290831,29.1616328134,35.4831939072,42.2326167131,46.5533267368,9.6,5.4,4.9,2.4,51.1,18.5,34.4,26.8,Dana Point,Orange,17686.0,1.716,345.0
167,17988,Danville town,0.5054592,42039.0,0.445,129515.0,10.3,0.279509782842,75.1,6.4,81.5201032036,5.8,1.5,77826.0,0.0844353,2.77,11.1387007,10.4503546,0.6718242,0.6296612,0.8374368285,9.1545728493,98.1,3.32859638905,37.1294608696,3.5,0.0,3.6,5.3,620.925341746,17.608897127,0.761197935251,1.89977973568,73.1867422,0.0,0.0393444182783,4.32276657061,18.2516810759,14.6483027665,14.5055781536,17.2173457979,7.6,4.5,3.3,2.4,67.5,33.9,21.6,18.1,Danville,Contra Costa,38134.0,1.33,325.0
168,18100,Davis city,1.0,65622.0,0.486,59517.0,4.2,17.5887040772,57.6,8.2,65.7584074601,7.3,3.8,32439.0,0.2069513,2.91,12.7398028,3.2562077,1.1396307,1.2852802,2.5929411881,9.3238665921,95.7,11.3911671872,67.6224653802,9.8,0.0,23.5,7.8,688.28049952,79.3304221252,1.50864039499,2.31614760534,61.003169,0.0,0.947518597778,2.15589591335,23.4068699163,38.5389046356,39.9881137423,46.0805827314,7.1,3.6,2.9,1.4,38.9,19.9,51.1,26.0,Davis,Yolo,51659.0,1.236,258.0
169,18394,Delano city,0.6245357,53041.0,0.425,35673.0,1.9,0.0,63.1,31.2,94.3894389439,0.6,1.8,17585.0,0.4947643,3.99,13.6867812,1.4789635,1.3754569,1.1280725,28.666616724,16.667595314,50.6,41.7896940687,90.6076043956,35.7,0.0,27.7,13.3,229.964114833,8.94245723173,4.65677494768,4.38319572608,44.0906537,100.0,,7.27704475383,11.8730730194,25.4350408175,19.8450255463,28.0424577214,21.7,14.4,9.1,5.1,55.8,38.0,13.3,9.3,Delano,Kern,24349.0,0.87,84.0
170,18464,Delhi CDP,0.609112,10755.0,0.364,50656.0,3.0,0.699132111861,70.3,22.7,92.9604628737,0.6,0.0,19583.0,0.4318159,3.77,,0.9211356,0.3947183,0.3386707,13.33556452,12.893716789,54.0,26.0762522523,96.6249723757,20.3,0.0,17.0,16.8,122.209165687,,,,38.7200572,0.0,,7.63285945998,15.26571892,34.2259414226,25.1975825198,34.2259414226,13.7,6.7,6.2,2.3,67.6,45.1,12.5,12.5,Delhi,Merced,55438.0,0.836,
171,18506,Del Mar city,1.0,4161.0,0.479,112566.0,14.9,1.86219739292,74.3,4.4,78.7709497207,1.1,1.9,,,2.36,6.25,27.4285714,1.3798883,2.5622407,1.333333,11.292754,99.6,14.3410852713,100.0,8.2,0.0,3.7,2.2,893.617021277,,4.56621004566,3.08395202741,74.6932007,0.0,0.0,9.55566172957,28.6669851887,26.0754626292,64.8642153329,64.8642153329,4.1,0.7,1.5,0.0,55.0,12.6,39.4,29.8,Del Mar,San Diego,8185.0,3.584,912.0
172,18590,Del Monte Forest CDP,0.6158618,4514.0,0.556,111071.0,12.4,0.0,76.0,10.1,86.1627162076,0.8,0.6,,,2.3,20.0,21.9130435,0.947898,2.6727457,0.0,6.2305109293,96.0,5.33980582524,,0.0,0.0,7.3,4.3,,,,,78.4266263,,,9.40291490362,51.7160319699,3.10146211786,4.00974745237,4.00974745237,0.5,0.0,0.8,0.0,70.0,10.0,28.7,26.1,Del Monte Forest,Monterey,114651.0,2.66,
173,18688,Del Rey Oaks city,1.0,1624.0,0.35,81154.0,5.5,0.573394495413,82.3,7.7,90.0229357798,1.1,0.0,97813.0,0.0787477,3.58,6.25,33.25,0.6608108,0.5315217,0.0,6.213749,93.0,1.76470588235,42.8571428571,0.9,0.0,4.0,4.8,285.714285714,,0.615763546798,3.74149659864,67.7917068,,,,24.8508946322,6.4039408867,1.78571428571,6.4039408867,4.8,1.0,2.3,1.8,59.6,24.9,33.2,24.3,Del Rey Oaks,Monterey,38169.0,1.59,312.0
174,18856,Denair CDP,0.513624,4404.0,0.356,62316.0,3.9,0.0,86.4,7.9,94.2163355408,0.0,0.4,19047.0,0.5079674,4.15,,0.9746835,0.3255659,0.3998365,14.333333,12.762133,84.5,19.6286472149,87.6712328767,18.3,,12.4,4.1,,,,,59.3650794,0.0,,4.62000462,13.86001386,25.7493188011,21.6167120799,25.7493188011,7.9,5.2,7.7,1.7,67.4,26.7,17.0,15.0,Denair,Stanislaus,28219.0,,106.0
175,18940,Descanso CDP,0.9114547,1423.0,0.375,75313.0,9.8,0.0,83.2,7.0,90.2268760908,0.0,0.0,,,2.55,,0.8666667,0.179792,0.2874109,10.942375264,10.858047086,90.7,,,0.0,,5.3,8.4,,,,,74.2408377,0.0,0.0,14.8148148148,103.703703704,5.83274771609,5.83274771609,5.83274771609,5.2,0.0,0.0,0.0,49.3,15.1,45.5,43.7,Descanso,San Diego,24373.0,1.178,186.0
176,18996,Desert Hot Springs city,0.5137636,25938.0,0.405,36326.0,5.3,0.0,71.8,18.6,90.4295317307,1.5,1.8,21373.0,0.3822455,3.61,13.0561733,0.4441427,0.2867027,0.4477074,62.333847046,6.3749658048,72.6,45.486659597,91.4326927639,34.2,0.0,24.9,16.1,61.6438356164,,14.4189991518,8.50832729906,43.7033738,0.0,0.0,7.18769466673,18.3685530372,27.1724882412,30.9969928291,35.2879944483,15.7,10.4,6.1,2.8,42.2,23.2,36.0,26.5,Desert Hot Springs,Riverside,51701.0,0.752,68.0
177,19192,Diamond Bar city,0.682684,55544.0,0.366,87216.0,5.8,0.0627931887859,77.9,12.3,90.1968751154,1.6,1.5,52372.0,0.1456344,3.16,11.5931025,10.5616798,0.8275277,0.6720786,14.721200288,15.064760969,92.5,10.1686785584,58.9249765258,3.5,0.0,4.6,5.2,327.764127764,39.270687237,0.864179749388,1.77659080353,50.1328871,0.0,0.290580440732,7.54836344292,26.5989949893,18.0505545153,20.8159297134,24.1772288636,10.6,4.8,5.2,1.5,66.6,30.8,17.7,14.6,Diamond Bar,Los Angeles,24384.0,1.264,257.0
178,19220,Diamond Springs CDP,0.0548156,11037.0,0.458,54907.0,5.6,0.393609631859,80.8,10.9,91.7110442232,0.9,0.4,46731.0,0.1541126,3.01,9.0909091,3.6143959,0.9665443,0.7313986,20.663918159,7.586775362,92.9,14.9786107226,51.951232,13.3,0.0,9.1,13.7,676.348547718,76.9230769231,,7.51421608448,72.8183962,,,10.5941555575,44.142314823,16.0279061339,11.8782277793,18.492343934,9.4,5.4,4.8,3.2,50.4,18.7,35.5,29.2,Diamond Springs,El Dorado,35623.0,1.054,147.0
179,19318,Dinuba city,0.7911248,21453.0,0.399,39165.0,2.2,0.214018191546,70.9,20.7,91.6934189406,0.1,1.8,17431.0,0.4553662,3.58,20.5805197,1.0528846,1.1269344,0.9860033,41.333333,15.58518,55.5,37.7386163522,91.6270379747,37.1,0.0,26.4,13.7,48.4054669704,,8.25059432247,5.69525777931,45.8719852,0.0,,3.89343663919,9.73359159796,55.3022887242,31.6179555307,57.0736027595,18.0,11.7,7.8,4.3,57.1,35.5,17.0,14.8,Dinuba,Tulare,49259.0,0.832,89.0
180,19339,Discovery Bay CDP,0.1138406,13352.0,0.422,104813.0,3.7,0.0,84.3,8.7,93.0055658627,1.4,1.3,44631.0,0.1601145,3.08,,2.5263158,0.1943503,0.1809574,3.9962552427,10.989300117,95.8,8.64316224189,76.67269869,3.5,0.0,2.9,7.4,310.901749664,30.303030303,,,66.6035262,0.0,0.0,,3.49711488022,13.6309167166,13.481126423,14.7543439185,9.8,5.4,5.1,1.2,65.0,31.8,20.1,13.9,Discovery Bay,Contra Costa,31233.0,1.01,172.0
181,19402,Dixon city,0.9646341,18351.0,0.38,69742.0,2.0,0.656737422306,78.0,14.8,92.8697079864,0.5,1.9,26433.0,0.2923834,3.38,17.7925381,4.5771605,0.7673237,0.5158919,3.0,9.824503,82.1,14.1302702092,82.9930332681,13.2,0.0,8.6,9.2,76.0869565217,41.095890411,3.76001307831,,63.7020369,0.0,0.0,4.39193640476,25.2536343274,31.7421393929,33.7856247616,38.2758432783,14.5,8.9,4.8,3.3,59.4,30.7,21.3,16.5,Dixon,Solano,17788.0,0.986,143.0
182,19612,Dos Palos city,0.9450505,4950.0,0.339,40121.0,7.9,0.0,75.4,13.6,88.9626055489,0.0,3.1,5833.0,1.4490134,3.9,,0.7128713,0.5667638,1.017801,9.666667,11.796824,68.2,42.2117300613,100.0,26.8,,18.0,13.8,,,9.69696969697,,49.6818664,0.0,,,4.09014683627,53.0101010101,33.8787878788,53.0101010101,14.2,9.5,5.0,3.3,65.1,32.6,15.7,15.7,Dos Palos,Merced,51733.0,0.782,64.0
183,19766,Downey city,0.6548778,111772.0,0.402,59674.0,2.1,0.243805872179,80.0,12.7,92.6545666715,2.4,1.7,35352.0,0.227481,3.46,11.2076752,8.324861,1.0914931,0.8459443,1.0771689216,15.0177496,75.2,27.4367058824,77.4592574559,14.6,0.0,10.0,9.7,192.159383033,31.1638753445,3.5250331031,3.79793284814,47.9900596,98.6481408582,0.514932183373,7.91233136844,18.8816998565,58.1836238056,50.5439644992,65.6792398812,19.2,9.8,7.2,3.3,51.8,27.5,21.8,18.2,Downey,Los Angeles,4406.0,1.378,249.0
184,19878,Doyle CDP,0.3466077,678.0,0.549,,,,,,,,,,,3.56,,0.5744681,0.3877551,1.2666667,,9.636251,,,,,,,,,,,,64.2857143,,,,53.7634408602,6.19469026549,,6.19469026549,,,,,,,,,Doyle,Lassen,17814.0,0.982,
185,19990,Duarte city,0.9827869,21321.0,0.418,60935.0,2.9,0.0,77.6,9.1,86.7594202899,4.3,3.5,26029.0,0.3302623,3.57,5.4757694,3.2940141,0.8683364,0.7090141,20.671310309,13.462428743,81.2,24.9016849817,88.8931914894,10.9,0.0,10.4,8.9,725.621414914,65.2777777778,3.37695230055,4.22872340426,52.8207866,0.0,0.0,6.52595465394,20.5101431981,53.4074386755,52.586651658,59.6548004315,10.7,2.9,8.7,2.6,53.0,25.6,27.7,25.9,Duarte,Los Angeles,24435.0,1.412,263.0
186,20018,Dublin city,0.6087193,46036.0,0.353,107754.0,4.5,0.415926959168,76.2,9.1,85.3360385493,7.5,1.0,65223.0,0.1035565,2.94,7.0101585,14.9261745,1.0942956,0.8873338,1.3342018852,9.272466111,90.9,3.48607479675,44.0267708703,2.4,0.0,3.9,6.6,284.140969163,30.1556420233,1.49882700495,4.14438502674,60.5837293,0.0,0.334499087671,2.27742705401,7.74325198364,21.7329915718,21.4310539578,28.8209227561,8.1,4.2,2.7,1.1,62.2,32.4,27.0,21.4,Dublin,Alameda,51751.0,1.296,276.0
187,20242,Dunsmuir city,0.3387879,1650.0,0.433,35283.0,3.2,0.0,57.3,28.0,85.315712188,1.6,9.8,17037.0,0.3497424,2.56,,0.2879257,0.1651376,0.4541284,,,86.3,25.72,88.3333333333,40.5,,22.5,15.8,250.0,,3.0303030303,10.5263157895,75.3968254,,,,,26.303030303,45.3939393939,46.9090909091,12.8,6.7,0.6,0.0,35.4,13.0,51.2,36.8,Dunsmuir,Siskiyou,51769.0,,93.0
188,20270,Durham CDP,0.3794853,5518.0,0.45,64853.0,9.6,0.372439478585,77.0,8.1,85.1396648045,1.8,0.0,43162.0,0.1492966,2.69,14.2857143,1.3582555,0.7346221,0.8334995,4.1815874038,11.033500971,94.3,9.3722324159,80.1776716418,3.1,0.0,5.8,11.5,125.581395349,,,2.36486486486,72.5788288,0.0,,31.9602272727,78.125,11.2359550562,8.37259876767,11.562160203,5.0,3.1,2.5,0.0,57.9,30.6,34.6,25.2,Durham,Butte,11180.0,0.92,155.0
189,20438,Earlimart CDP,0.1364648,8537.0,0.376,25236.0,1.8,0.0,50.4,39.0,89.4343151005,1.4,3.4,15061.0,0.4669494,3.42,0.0,2.5867117,2.0709746,4.4381385,31.035531604,16.465027359,30.9,57.7232396694,100.0,60.9,83.7519128,44.9,17.1,194.857916103,,,6.6889632107,42.6271186,100.0,,3.03214069133,3.03214069133,62.8089492796,25.4890476748,68.0332669556,27.4,21.5,7.2,3.2,49.3,33.7,16.1,11.0,Earlimart,Tulare,49384.0,0.9,84.0
190,20598,East Foothills CDP,0.5088886,8269.0,0.416,80996.0,10.1,0.322959483265,79.2,6.8,85.9072225484,1.8,0.5,,,2.55,0.0,1.6666667,0.1163074,0.1300591,0.6675941567,10.258118895,85.7,16.0581233859,100.0,8.6,0.0,7.3,8.3,,,,,69.4926719,0.0,0.243439351796,2.60586319218,7.81758957655,4.80106421575,6.66344177047,6.66344177047,6.6,0.4,2.4,0.9,60.5,25.3,30.6,21.9,East Foothills,Santa Clara,114822.0,1.376,298.0
191,20746,East La Mirada CDP,0.8321205,9757.0,0.369,72764.0,3.7,0.184729064039,83.8,9.1,92.8776683087,3.1,0.0,22404.0,0.3074678,2.98,7.761061,,,,2.0,14.633846,88.4,20.2080864865,70.2776470588,7.8,0.0,7.0,6.6,232.179226069,,,5.2111410602,55.9563448,0.0,0.0,1.96521568242,13.7565097769,41.8058829558,43.0152710874,46.3359639233,11.6,5.1,9.1,4.6,54.0,27.8,25.4,19.3,East La Mirada,Los Angeles,114828.0,1.448,259.0
192,20802,East Los Angeles CDP,0.7892819,126496.0,0.419,37128.0,2.5,0.694080395898,61.2,15.6,76.8038751075,13.8,4.3,17350.0,0.5074928,3.8,6.0284587,0.6882642,0.6661902,0.5537524,2.1765617355,15.15073112,44.3,56.820153829,93.0168200161,34.0,0.0,24.1,9.9,189.518861532,5.45537202606,,6.32093810748,42.9650151,0.0,0.991762585378,7.79625779626,24.6881496881,93.2891158614,55.214394131,94.6393561852,21.4,12.0,11.0,4.6,48.0,28.9,19.5,16.1,East Los Angeles,Los Angeles,17882.0,1.52,219.0
193,20928,Easton CDP,0.0,2083.0,0.477,44390.0,3.3,0.0,82.8,9.3,92.0386007238,0.0,3.4,21250.0,0.3829436,3.47,,1.4285714,0.8124098,0.9154472,23.313010082,15.640328097,60.7,35.5371900826,100.0,22.3,,14.9,8.3,,,,,52.047952,0.0,,19.831432821,39.662865642,31.5890542487,34.0374459914,39.1742678829,6.5,5.3,15.0,8.6,50.4,18.2,28.1,21.5,Easton,Fresno,114852.0,0.826,80.0
194,20956,East Palo Alto city,0.9412893,28155.0,0.437,48734.0,2.5,3.25882256612,70.7,12.8,83.4684352739,5.2,3.2,28355.0,0.34796,4.31,5.8977297,0.9846547,0.4158454,0.3791574,0.0,8.919536,65.0,34.2908041237,88.5542291372,21.9,0.0,16.6,9.6,380.81671415,,9.62528858107,7.13897050822,45.1284727,0.0,0.439247025395,3.50926445817,15.4407636159,63.1468655656,39.3677854733,63.6370094122,18.7,9.5,11.6,4.0,43.6,27.5,26.1,22.1,East Palo Alto,San Mateo,11228.0,1.802,248.0
195,21230,Eastvale CDP,0.2170008,53668.0,0.344,105894.0,6.5,0.234223683618,73.3,16.9,90.1941353993,1.3,0.3,39784.0,0.2302473,3.92,,16.8454545,0.3831538,0.2664675,26.098624879,16.093892437,87.3,,,3.6,0.0,3.8,6.9,29.9303944316,10.406504065,,,50.2425502,0.0,0.0,0.407074962854,4.07074962854,9.81217857941,6.56629648953,12.5531042707,8.1,4.3,6.6,2.8,74.9,50.6,10.4,6.4,Eastvale,Riverside,737790.0,0.804,123.0
196,21712,El Cajon city,0.5537807,99478.0,0.434,47048.0,4.6,0.281517747858,76.2,11.2,87.3537331701,4.1,2.6,23172.0,0.2836972,3.19,11.8753232,3.7682349,1.1122976,0.9847765,3.909651658,12.247854161,79.6,39.1757052097,84.8696519212,29.0,0.0,21.3,11.0,139.717157949,8.91498151772,3.89030740465,8.89766045804,59.5436795,0.0,0.0815557208629,5.91028593556,45.0404548882,65.5089567543,42.6767727538,72.1556525061,15.1,9.4,6.1,3.0,48.4,23.9,30.4,22.9,El Cajon,San Diego,38333.0,1.226,197.0
197,21782,El Centro city,0.8248275,42598.0,0.473,38481.0,5.6,0.174961119751,79.1,11.3,90.3576982893,0.5,2.2,17372.0,0.420749,3.24,15.7113604,1.8164214,1.5406484,1.5109026,4.0,8.715537,68.3,30.2208201893,88.4225411512,28.8,0.0,20.9,14.2,334.072431633,38.3848454636,4.62463026433,3.79350269019,48.0711124,0.0,0.0,8.24666252717,20.3741074201,41.2014648575,40.6427531809,50.1267665149,21.1,13.9,6.8,4.3,50.6,26.0,21.5,19.3,El Centro,Imperial,11274.0,1.2,76.0
198,21796,El Cerrito city,1.0,23549.0,0.419,79328.0,7.5,1.5752776104,57.8,9.1,66.8416975123,21.5,1.6,34318.0,0.1713762,2.69,7.005057,6.8401254,0.6143685,0.6282799,0.0,8.880537,93.2,16.2514473839,64.2353583618,11.3,0.0,7.7,6.9,186.003683241,21.4375788146,5.69026285617,1.81998676373,74.3717166,0.0,0.685124633742,,22.3490579013,53.0383455773,45.2078644528,61.5525075375,11.3,5.9,4.0,1.4,47.4,17.2,37.3,29.2,El Cerrito,Contra Costa,51858.0,1.348,342.0
199,21880,El Dorado Hills CDP,0.6468605,42108.0,0.364,114918.0,12.4,0.105289546252,75.7,8.8,84.5274504888,1.3,0.4,44923.0,0.1489872,2.85,16.7875912,10.0358566,0.6925554,0.685361,29.848421231,8.8695210724,97.6,2.87264673625,56.9884171779,3.0,0.0,2.8,5.1,469.014712439,97.0031545741,,3.32437056954,75.0307352,0.0,,3.242316867,12.0428912203,3.10392324499,3.76650517716,4.77106488078,6.6,4.5,3.1,1.5,73.6,38.9,16.7,12.7,El Dorado Hills,El Dorado,17931.0,0.892,160.0
200,22020,Elk Grove city,0.9572787,153015.0,0.365,79457.0,5.0,0.417780235309,76.2,13.7,89.885724818,3.0,0.9,44018.0,0.1624596,3.16,12.5220274,6.0848276,0.5514567,0.3991595,8.9186226093,10.84636811,89.3,12.3714983068,58.4068257474,12.0,0.0,8.0,8.1,224.103055467,39.6900695762,3.45717740091,3.10684982023,63.8499946,37.9517625919,0.0,5.30808680219,11.9772215024,14.6227494037,17.5551416528,22.3461752116,13.3,8.4,4.6,2.5,63.5,36.6,18.7,14.5,Elk Grove,Sacramento,17950.0,0.798,114.0
201,22230,El Monte city,0.8374003,113475.0,0.409,42750.0,4.1,1.27784783522,68.5,14.8,83.2976040353,6.2,3.4,26053.0,0.3518908,3.98,13.9834295,1.9061999,0.9413663,0.6870382,10.665133136,14.402755288,52.3,53.7315384615,84.9357147802,28.8,0.0,20.7,9.5,287.434265154,13.5864507724,5.28750826173,5.24825372853,38.9910763,17.0257766028,0.482070940736,6.6185256015,21.2489506153,72.3348755232,52.7349636484,77.4011896894,19.2,10.5,12.1,3.7,53.7,30.9,15.0,10.8,El Monte,Los Angeles,51861.0,1.42,245.0
202,22300,El Paso de Robles (Paso Robles) city,0.326419,29793.0,0.405,57459.0,5.3,0.50628905941,76.0,12.5,88.4740131319,0.9,2.0,22941.0,0.2803631,2.94,22.8801831,3.1393762,0.9307245,0.7937462,0.0,8.290437,83.6,18.2389755902,85.5848470588,14.2,0.0,10.0,7.6,81.4931650894,5.9215396003,3.18866847917,5.27909995673,67.6570064,0.0,,6.76599142072,23.0043708305,47.1050246702,31.4872621085,52.9419662337,15.0,9.5,4.2,2.3,52.6,23.2,28.2,23.6,Paso Robles,San Luis Obispo,47021.0,1.094,183.0
203,22412,El Segundo city,1.0,16654.0,0.396,89926.0,6.7,0.579959188057,80.3,6.8,87.1871979379,1.7,2.5,67000.0,0.0994607,2.8,7.8377988,16.1490683,9.2648871,7.9297012,0.0,13.984831,96.2,6.54876971609,42.0102389078,2.0,0.0,3.3,4.8,986.70605613,254.509018036,2.0415515792,2.22032450897,60.3247408,0.0,0.00354269244626,2.40943534883,15.6613297674,59.8174612706,62.2433049117,72.9974780833,11.1,8.0,4.3,2.0,37.2,17.4,47.4,35.4,El Segundo,Los Angeles,55753.0,1.864,413.0
204,22454,El Sobrante CDP,0.5234036,12669.0,0.41,64328.0,5.3,0.268416343573,69.5,18.0,87.4291679093,6.1,0.0,27131.0,0.2352571,2.84,,1.0,0.2378229,0.2447778,0.0,8.97862,87.6,15.058445283,70.1886792453,8.5,0.0,8.1,8.1,802.04778157,161.925601751,,3.63960295241,63.9508929,0.0,0.209645591602,4.4480687968,16.3095855883,39.6558528692,30.1839134896,47.5964953824,18.1,10.9,7.1,4.2,46.6,21.8,28.2,20.2,El Sobrante,Contra Costa,51863.0,1.226,188.0
205,22524,Elverta CDP,0.7321559,5492.0,0.327,68750.0,5.2,0.0,77.7,12.7,90.3652968037,1.6,1.4,53750.0,0.1388063,3.31,,1.4939759,0.1640397,0.1041512,4.0296795339,9.8211460344,85.7,,,8.7,0.0,5.2,11.6,83.6236933798,,,4.84730974309,64.2020498,0.0,0.0,7.93021411578,63.4417129262,19.6649672251,3.91478514202,23.5797523671,13.3,8.0,6.2,1.7,63.5,26.4,17.0,14.1,Elverta,Sacramento,49139.0,0.962,124.0
206,22587,Emerald Lake Hills CDP,0.9796634,4278.0,0.407,165052.0,6.8,0.0,86.5,6.0,92.4953959484,0.0,0.0,,,3.13,,,0.2401961,0.2341697,0.0,8.2881,96.2,2.50781538462,0.0,2.2,,2.5,5.1,859.090909091,,,1.15942028986,75.5733148,0.0,0.0,,,9.91117344554,15.7082748948,25.6194483403,2.0,0.6,3.5,1.5,75.5,31.8,19.0,10.4,Emerald Lake Hills,San Mateo,114956.0,1.986,504.0
207,22594,Emeryville city,0.972123,10080.0,0.494,61088.0,8.1,1.12534626039,53.8,8.2,62.0152354571,18.2,9.6,15613.0,0.3189399,2.4,6.3829787,7.802005,2.9054702,4.4015023,0.0,8.809584,96.2,29.8629064748,97.2185306122,23.2,0.0,15.0,6.2,893.129770992,313.915857605,12.6984126984,,57.0203644,0.0,0.875496031746,17.0270730461,53.2096032692,98.8888888889,98.0654761905,100.0,7.3,3.5,1.9,0.9,19.2,5.0,71.6,56.6,Emeryville,Alameda,4582.0,1.926,318.0
208,22678,Encinitas city,0.9698579,59518.0,0.481,86845.0,9.3,1.68263689947,76.2,7.1,83.3580295696,2.2,2.2,55076.0,0.1146617,2.98,16.1312687,8.9133489,0.9351514,0.7958362,0.7834830844,11.207240866,92.7,9.62462729913,50.8998554217,8.5,0.0,8.0,5.5,952.932098765,37.7160817182,2.45303941665,2.59329538267,71.8099788,0.0,0.0,8.07048221131,30.9368484767,30.6814745119,29.8329917,35.1372693975,8.0,4.3,3.7,2.1,51.8,22.3,36.5,25.9,Encinitas,San Diego,45164.0,1.682,343.0
209,22790,Escalon city,0.8889512,7132.0,0.36,65457.0,3.7,0.47976011994,79.6,13.3,92.8335832084,0.9,1.6,24000.0,0.2157364,2.32,30.7692308,1.3649025,0.6221591,0.5301059,6.0,12.776674,86.6,4.4235924933,95.8453333333,10.9,0.0,9.0,11.6,517.766497462,111.49825784,2.10319685923,2.54649499285,67.6570458,0.0,,5.67440276911,17.0232083073,47.4481211441,45.0785193494,48.934380258,7.2,2.7,4.4,2.7,62.0,28.1,26.4,21.9,Escalon,San Joaquin,15294.0,0.834,115.0
210,22804,Escondido city,0.5054235,143911.0,0.446,51675.0,3.6,0.497599440399,73.2,16.3,89.5265651331,2.7,1.7,27359.0,0.2522808,3.35,12.0561363,4.2881944,0.9357126,0.7791366,4.9099880159,11.065615051,75.0,33.9448158833,81.1349464143,20.9,0.0,15.6,8.1,311.608961303,56.6145907983,4.14839727331,6.65532908597,62.1619101,81.2333446978,0.144151593693,10.3124240695,23.0263715524,40.5542314347,27.3141038559,43.8611363968,13.4,8.4,6.3,3.3,51.6,26.4,28.6,22.3,Escondido,San Diego,11337.0,1.21,185.0
211,22846,Esparto CDP,0.5556628,3108.0,0.427,55662.0,1.1,0.0,82.0,13.9,95.894655306,1.6,0.8,45898.0,0.1237407,2.41,,2.8913043,0.356546,0.3465704,0.0008580013,8.2996702085,70.1,18.4049079755,100.0,19.6,,13.5,6.3,,,,,58.950328,0.0,0.0,,29.4117647059,32.7863577864,18.8223938224,32.7863577864,7.8,4.7,1.1,1.1,64.3,37.3,26.7,17.5,Esparto,Yolo,24608.0,0.998,119.0
212,22972,Etna city,0.843962,737.0,0.416,32061.0,6.1,0.0,78.3,8.0,86.3117870722,0.0,4.2,,,3.31,,1.4262295,0.65,1.8712121,,,77.0,73.6226206897,100.0,25.5,,19.8,7.6,,,,,75.2272727,0.0,,,,30.2578018996,40.434192673,40.434192673,4.5,1.0,0.0,0.0,48.8,20.2,46.7,34.5,Etna,Siskiyou,24620.0,,119.0
213,23042,Eureka city,0.7129197,27191.0,0.496,34950.0,4.2,2.99123693967,71.6,11.7,83.358611392,1.2,5.9,19375.0,0.3177375,2.79,13.4542152,1.291403,1.4803453,2.0515739,0.0,7.0959055384,88.4,21.6307777778,86.535269962,23.1,0.0,21.1,8.8,447.388342165,56.5656565657,6.76694494502,7.26420620972,62.4670825,0.0,,8.16811465063,43.0682408851,69.3170534368,56.2759736678,76.7018498768,14.0,9.1,3.4,1.9,33.2,12.4,49.4,40.6,Eureka,Humboldt,45191.0,,153.0
214,23126,Exeter city,0.977066,10334.0,0.388,43690.0,3.3,1.27245508982,79.1,10.9,89.9700598802,0.8,3.4,28625.0,0.2944732,3.73,0.0,1.2657267,0.9900398,0.686058,58.0,13.720541,75.9,19.405164557,64.6835488722,21.8,0.0,17.2,13.8,205.633802817,,2.12889491001,8.01228364042,57.7735125,0.0,,9.70930345457,11.6511641455,46.2260499323,32.0108380105,50.6870524482,15.4,12.1,4.8,3.1,49.2,23.9,30.6,24.5,Exeter,Tulare,4632.0,0.876,103.0
